Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
A Framework for Classifying and Comparing Process Technology Domains,2007,0,2,0,True,True,2
Modeling Data Transformations in Data-Aware Service Choreographies,2018,5,0,0,False,False,5
Ontology-Based Behavioral Constraint Authoring,2016,6,0,0,False,False,6
Time in Blockchain-Based Process Execution,2020,1,0,1,False,False,2
A Management Life Cycle for Data-Aware Service Choreographies,2016,3,0,0,False,False,3
On the Capability Compliance of Annotated Process Model,2009,0,1,1,True,False,2
Implementing Managed Loosely-Coupled Distributed Business Processes: A New Approach Using DIME Networks,2012,2,0,0,False,False,2
A similarity measurement based on structure of Business Process,2016,2,2,0,True,True,4
Blueprint for Business Middleware as a Managed Cloud Service,2014,3,0,1,False,False,4
Enabling customer-driven processes in value-added networks using an architecture for e-collaboration,2005,0,0,3,False,False,3
Supporting Doctors through Mobile Multimodal Interaction and Process-Aware Execution of Clinical Guidelines,2014,8,3,0,False,True,11
Using a process modeling language for the design and implementation of process-driven applications,2007,1,1,0,False,True,2
Executable product models - The intelligent way,2007,2,0,0,False,False,2
A Machine Learning Based Approach for Recommending Unfamiliar Process Activities,2021,1,1,0,True,False,2
ePBPM: a graphical language supporting interoperability of participatory process,2015,4,0,0,False,False,4
Fast Conformance Analysis Based on Activity Log Abstraction,2018,2,0,1,False,False,3
From the dark net to the cloudy data - Cloud network governance guidelines,2015,1,3,0,True,True,4
Organizing Documented Processes,2009,1,0,1,False,False,2
Towards goal-driven access to process warehouse: Integrating goals with process warehouse for business process analysis,2011,1,1,0,False,True,2
Workflow based approach for designing and executing mobile agents,2012,1,1,0,False,True,2
Value added on integrated solution of RFID enhanced asset traceability system,2010,1,1,0,False,True,2
On Similarity of Object-Aware Workflows,2019,2,1,0,False,False,3
Conceptualization of an Integrated Procedure Model for Business Process Monitoring and Prediction,2020,3,1,0,False,False,4
Research on Cloud Workflow Engine Supporting Three-Level Isolation and Privacy Protection,2019,0,1,2,False,False,3
Generalizing STNU to Model Non-functional Constraints for Business Processes,2022,3,0,0,False,False,3
Towards automatic incremental synchronization of multiple process models via information flow optimization,2011,3,1,3,False,False,7
An intelligent multiagent system for the management of strategic business processes,2001,0,0,1,False,False,1
Information Retrieval from Facebook for Social Network Analysis,2023,1,1,0,False,True,2
Impact Analysis of Process Change at Run-Time,2015,2,3,0,False,True,5
Auto-Generation of Domain-Specific Systems: Cloud-Hosted DevOps for Business Users,2020,6,3,1,False,False,10
"BI-Enabled, Human-Centric Business Process Improvement in a Large Retail Company",2011,1,1,0,True,False,2
Hire me fairly: towards dynamic resource-binding with smart contracts,2021,4,1,0,True,False,5
A Review of Monitoring Techniques for Service Based Applications,2013,1,1,0,True,False,2
Subject-oriented process design across organizational control layers,2014,3,0,0,False,False,3
Workflow for a multi-agent system with voice user interfaces in a changing environment,2014,0,0,2,False,False,2
Verifying Petri Net-Based Process Models using Automated Planning,2019,2,2,0,True,False,4
Managing on Purpose: A Practitioner's Goal for a Recalcitrant Bank,2009,0,0,1,False,False,1
A Corpus for Measuring Retrieval Performance of Process Matching Methods,2021,0,1,1,True,False,2
Promoting Professional Competencies Through Interdisciplinary PBL: An Experience Report in Computing Higher Education,2023,1,2,0,True,False,3
An Analysis of the Concept of Cognitive Enterprise Architecture Foundation of Cognitive Enterprise Archtecture,2023,1,0,0,False,False,1
A goal-based configurable transaction model of artifact-centric workflows,2016,0,1,1,False,True,2
To Enhance Municipal Revenue Department Processes Using Process Mining Techniques (A Case Study: Hamedan Province),2024,2,0,0,False,False,2
Enabling Reliable Collaboration in Legacy Business Process Systems,2024,2,0,0,False,False,2
Integration of cross-organizational business processes with blockchain: identifying key activities for on-chain execution based on behavioral profiles,2024,0,2,0,True,True,2
Identifying the data quality terminology used by business people,2015,2,1,0,False,False,3
Information logistics as a paradigm,2015,0,1,0,True,True,1
Kaizen Philosophy to Improve Service Levels at an OTR Tire Distribution Company,2022,3,1,0,True,False,4
A predictive schedule model for satellite subsystem hardware delivery in an earned value environment,2011,2,1,0,False,False,3
[WiP] Formal Modelling of IT Resource Allocation in Business Processes,2018,3,1,0,True,False,4
Identifying factors of Migration Intention from the Sri Lankan Software Engineering Industry: An Analysis using the Theory of Planned Behavior,2024,3,1,0,False,True,4
Privacy preserving BPMS for collaborative BPaaS,2017,5,0,0,False,False,5
Constraint Specification for Active Process Models,2009,2,0,0,False,False,2
Inside Agile Processes: A Practitioner's Perspective,2009,0,0,1,False,False,1
Enhancing Procurement Performance in Project-Oriented Organizations: A Process Analysis Approach,2024,2,1,0,False,True,3
Powerful Equivalence Checking in the Bank Supply Process,2014,2,1,0,False,False,3
Comparative Analysis of Patient Care Processes with Process Mining and Graph Edit Distance in Patient Data on the Indonesia National Health Insurance,2023,2,1,0,False,False,3
Automated Event Log Analysis With Causal Dependency Graphs for Impact Assessment of Business Processes,2024,2,1,0,True,False,3
"Software engineering and business process management: Interpretatio, imitatio, aemulatio",2013,0,0,1,False,False,1
Introduction to Business Process Management Minitrack,2012,0,1,1,True,False,2
Message from the EVL-BP 2015 Workshop Co-Chairs,2015,3,0,0,False,False,3
Message from the EVL-BP 2011 Workshop Chairs,2011,4,0,0,False,False,4
The power of business processes in e-commerce,2005,0,0,1,False,False,1
Ongoing research agenda on the Internet of Things (IoT) in the context of Artificial Intelligence (AI),2017,1,0,0,False,False,1
MADYNE Track Report,2013,1,1,0,False,True,2
Message from the SoEA4EE 2017 Workshop Chairs,2017,1,1,0,True,False,2
A posteriori process security control,2015,1,0,0,False,False,1
Business Intelligence and Business Process Management in Banking Operations,2007,1,2,0,True,False,3
Challenges in the Design of an Impulse Radio Based Ultra Wide Band Transceiver,2007,1,0,0,False,False,1
"The “Selection, Training, Follow and Evaluation Framework” (STFEF) for manager's in business innovation transformation projects” a holistic overview",2011,2,0,0,False,False,2
Reference Business Processes-Based Method for Multi-Tenant SaaS Architecture Deployment and Adaptation,2021,2,0,0,False,False,2
"Towards Increased Comparability of Business Process Models: Design, Implementation and Evaluation of Semantic Standardization Functionality",2015,3,1,0,True,False,4
An Interactive Approach to Support Event Log Generation for Data Pipeline Discovery,2022,3,1,0,False,False,4
Incident Notification Process as a Service for Electricity Supply Systems,2013,1,2,0,True,True,3
Handling Concurrent Changes in Collaborative Process Model Development: A Change-Pattern Based Approach,2013,2,0,0,False,False,2
Towards IoT-Driven Predictive Business Process Analytics,2020,3,1,0,False,False,4
Automating Workflows with Service Oriented Media Applications,2009,0,0,5,False,False,5
From Data-centric Business Processes to Enterprise Process Frameworks,2017,2,1,0,False,False,3
Addressing the Log Representativeness Problem using Species Discovery,2023,3,0,0,False,False,3
Standing Processes in Service-Oriented Environments,2009,3,0,0,False,False,3
Formal Approach for Authorization in Distributed Business Process Related Task Document Role Based Access Control,2019,0,1,2,False,True,3
Toward a Game-like Experience: Design of a Modern User Interface of a Simulation Game for Teaching Business Process Digitalization,2022,6,0,0,False,False,6
A flexible exception handling framework for Semantic Programming Language,2011,1,2,0,False,True,3
Applying big data and linked data concepts in supply chains management,2013,2,1,0,True,False,3
Business Process Complexity Measurement: A Systematic Literature Review,2023,2,0,2,False,False,4
Towards Business Process Modeling in Business Contracting–Analyzing Collaboration Contracts as a Field of Application for Process Models,2012,3,0,0,False,False,3
A One-Dimensional Kalman Filter for Real-Time Progress Prediction in Object Lifecycle Processes,2021,2,1,0,True,False,3
Categories of Change Triggers in Business Processes,2018,1,3,0,True,False,4
BPMN4CARS: A Car-Tailored Workflow Engine,2023,4,2,1,True,False,7
A multi-commodity flow based approach to scheduling multi-model synchronization,2012,3,0,2,False,False,5
IIoT Mobile Business Data Placement Strategy Based on Bayesian Optimization Algorithm,2022,4,0,2,False,False,6
Enterprise Systems: State-of-the-Art and Future Trends,2011,0,1,0,True,True,1
"Security, Performance, and Applications of Smart Contracts: A Systematic Survey",2019,1,1,0,True,False,2
Managing business processes as an information resource,1994,0,0,2,False,False,2
Automatic control of workflow processes using ECA rules,2004,1,1,2,False,False,4
Managing Process Model Complexity Via Abstract Syntax Modifications,2011,3,1,2,False,False,6
A Survey on the Flexibility Requirements Related to Business Processes and Modeling Artifacts,2008,0,1,0,True,True,1
Adaptive Case Management: Overview and Research Challenges,2013,2,0,0,False,False,2
